Product or Part number	Frequency (MHz)	Nonvolatile memory (kByte)	RAM (kByte)	ADC type	Number of ADC channels	Number of GPIOs	UART	USB	Number of I2Cs	SPI	Number of comparator channels	Timers - 16-bit	Bootloader (BSL)	Special I/O	Operating temperature range (°C)	Price|Quantity (USD)	Package type	Pin count	Package area (mm^2)	Package size (L x W) (mm)	Features
MSP430G2230	16.00	2.00	0.13	10-bit SAR	4	4	0	No	1	1	0	1	None		-40 to 85	0.38	SOIC	8	29.4	4.9 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2230-EP	16.00	2.00	0.13	10-bit SAR	4	4	0	No	1	1	0	1	I2C		-40 to 125	1.79	SOIC	8	29.4	4.9 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2231	16.00	2.00	0.13	10-bit SAR	8	10	0	No	1	1	0	1	None		-40 to 85	0.45	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2231-EP	16.00	2.00	0.13	10-bit SAR	8	10	0	No	1	1	0	1	I2C		-40 to 125	1.89	TSSOP	14	32	5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2231-Q1	16.00	128.00	0.13	10-bit SAR	8	10	0	No	1	1	0	1	UART		-40 to 85	0.97	TSSOP	14	32	5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2232	16.00	2.00	0.25	10-bit SAR	8	16	0	No	1	1	0	1	None		-40 to 85	0.47	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2233	16.00	2.00	0.25	10-bit SAR	8	24	1	No	1	2	0	2	UART		-40 to 85	0.49	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2252	16.00	2.00	0.25	10-bit SAR	8	16	0	No	1	1	8	1	None		-40 to 85	0.40	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2253	16.00	2.00	0.25	10-bit SAR	8	24	1	No	1	1	8	2	UART		-40 to 85	0.49	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2302	16.00	4.00	0.25		0	16	0	No	1	1	0	1	None		-40 to 85	0.41	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2302-EP	16.00	4.00	0.25		0	16	0	No	1	1	0	1	None		-40 to 85	1.89	TSSOP	14	32	5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2303	16.00	4.00	0.25		0	24	1	No	1	2	0	2	UART		-40 to 85	0.50	TSSOP,VQFN	20,28,32	25,41.6,62.08	5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2312	16.00	4.00	0.25	Slope	0	16	0	No	1	1	8	1	None		-40 to 85	0.49	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2313	16.00	4.00	0.25	Slope	0	24	1	No	1	1	8	2	UART		-40 to 85	0.50	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2332	16.00	4.00	0.25	10-bit SAR	8	16	0	No	1	1	0	1	None		-40 to 85	0.66	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2332-EP	16.00	4.00	0.25	10-bit SAR	8	16	0	No	1	1	0	1	None		-40 to 125	2.13	TSSOP	20	41.6	6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2333	16.00	4.00	0.25	10-bit SAR	8	24	1	No	1	2	0	2	UART		-40 to 85	0.54	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2352	16.00	4.00	0.25	10-bit SAR	8	16	0	No	1	1	8	1	None		-40 to 85	0.49	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2353	16.00	4.00	0.25	10-bit SAR	8	24	1	No	1	1	8	2	UART		-40 to 85	0.56	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2402	16.00	8.00	0.25		0	16	0	No	1	1	0	1	None		-40 to 85	0.72	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2403	16.00	8.00	0.50		0	24	1	No	1	2	0	2	UART		-40 to 85	1.20	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2412	16.00	8.00	0.25	Slope	0	16	0	No	1	1	8	1	None		-40 to 85	0.71	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2413	16.00	8.00	0.50	Slope	0	24	1	No	1	1	8	2	UART		-40 to 85	0.73	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2432	16.00	8.00	0.25	10-bit SAR	8	16	0	No	1	1	0	1	None		-40 to 85	0.76	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2433	16.00	8.00	0.50	10-bit SAR	8	24	1	No	1	2	0	2	UART		-40 to 85	0.83	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2444	16.00	8.00	0.50	10-bit SAR	12	32	1	No	1	1	0	2	UART		-40 to 85	1.30	DSBGA,TSSOP,VQFN	38,40,49	9,36,101.25	12.5 x 8.1,3 x 3,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2452	16.00	8.00	0.25	10-bit SAR	8	16	0	No	1	1	8	1	None		-40 to 85	0.60	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2453	16.00	8.00	0.50	10-bit SAR	8	24	1	No	1	1	8	2	UART		-40 to 85	0.78	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2513	16.00	16.00	0.50	10-bit SAR	8	24	1	No	1	1	8	2	UART		-40 to 85	1.00	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2533	16.00	16.00	0.50	10-bit SAR	8	24	1	No	1	2	0	2	UART		-40 to 85	1.00	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2544	16.00	16.00	0.50	10-bit SAR	12	32	1	No	1	1	0	2	UART		-40 to 85	1.13	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2553	16.00	16.00	0.50	10-bit SAR	8	24	1	No	1	2	8	2	UART		-40 to 85	0.94	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2553-Q1	16.00	16.00	0.50	10-bit SAR	8	24	1	No	1	2	8	2	UART		-40 to 85	1.24	TSSOP	20,28	41.6,62.08	6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2744	16.00	32.00	1.00	10-bit SAR	12	32	1	No	1	1	0	2	UART		-40 to 85	1.01	DSBGA,TSSOP,VQFN	38,40,49	9,36,101.25	12.5 x 8.1,3 x 3,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2755	16.00	32.00	4.00	10-bit SAR	12	32	1	No	1	2	8	3	UART		-40 to 85	1.21	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2855	16.00	48.00	4.00	10-bit SAR	12	32	1	No	1	2	8	3	UART		-40 to 85	1.50	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2955	16.00	56.00	4.00	10-bit SAR	12	32	1	No	1	2	8	3	UART		-40 to 85	1.44	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430I2020	16.00	16.00	1.00	24-bit Sigma Delta	2	16	1	No	1	2	0	2	None		-40 to 105	0.98	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430I2021	16.00	32.00	2.00	24-bit Sigma Delta	2	16	1	No	1	2	0	2	None		-40 to 105	1.10	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430I2030	16.00	16.00	1.00	24-bit Sigma Delta	3	16	1	No	1	2	0	2	None		-40 to 105	1.10	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430I2031	16.00	32.00	2.00	24-bit Sigma Delta	3	16	1	No	1	2	0	2	None		-40 to 105	1.24	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430I2040	16.00	16.00	1.00	24-bit Sigma Delta	4	16	1	No	1	2	0	2	None		-40 to 105	1.21	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430I2041	16.00	32.00	2.00	24-bit Sigma Delta	4	16	1	No	1	2	0	2	None		-40 to 105	1.20	TSSOP,VQFN	28,32	25,62.08	5 x 5,9.7 x 6.4	Advanced sensing
MSP430L092	4.00	0.00	2.00	8-bit SAR	4	11	0	No	0	0	2	2	UART		0 to 50	1.00	TSSOP	14	32	5 x 6.4	Advanced sensing
NN325-Q1	16.00	32.00	1.00	10-bit SAR	12		1	No	1	2	0	2	UART		-40 to 105	3.05	VQFN	40	36	6 x 6	OpAmp
